"","TIER_ID","ANNOTATION_ID","ANNOTATION_REF","VALUE","PREVIOUS_ANNOTATION","EXT_REF"
"3957","B_morph-txt-es","ann3339_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","ann3338_flexid_82a6c762-8b75-437b-90b3-5bdb0373f21a","e-",NA,NA
"3958","B_morph-txt-es","ann3343_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3338_flexid_82a6c762-8b75-437b-90b3-5bdb0373f21a","a","ann3339_flexid_d7f713db-e8cf-11d3-9764-00c04f186933",NA
"3959","B_morph-txt-es","ann3356_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3355_flexid_82948eef-4a51-4a80-b176-6f053faac1eb","pa",NA,NA
"3960","B_morph-txt-es","ann3362_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3361_flexid_9049b956-5c92-4f7e-a2d0-9d15cd1e6f8e","di",NA,NA
"3961","B_morph-txt-es","ann3367_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann3361_flexid_9049b956-5c92-4f7e-a2d0-9d15cd1e6f8e","-a","ann3362_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"3962","B_morph-txt-es","ann3372_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann3361_flexid_9049b956-5c92-4f7e-a2d0-9d15cd1e6f8e","-me","ann3367_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA
"3963","B_morph-txt-es","ann3377_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3376_flexid_82e3ad23-980a-4a56-8f8e-947b2ba6fc45","ezae",NA,NA
"3964","B_morph-txt-es","ann3387_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3386_flexid_945252c2-1422-4dc7-bfc0-bf6e017c95fe","da",NA,NA
"3965","B_morph-txt-es","ann3392_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3391_flexid_d9aedd14-34c0-4e22-aea4-f5901d3e6374","takwa",NA,NA
"3966","B_morph-txt-es","ann3397_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3396_flexid_83cb5fa0-9c90-47e9-bfc1-c0af44fe2e0d","dona",NA,NA
"3967","B_morph-txt-es","ann3401_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann3396_flexid_83cb5fa0-9c90-47e9-bfc1-c0af44fe2e0d","-ibo","ann3397_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"3968","B_morph-txt-es","ann3453_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3452_flexid_569ec92f-591b-441f-9249-aa19e6cebebf","ani",NA,NA
"3969","B_morph-txt-es","ann3458_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann3452_flexid_569ec92f-591b-441f-9249-aa19e6cebebf","-me","ann3453_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"3970","B_morph-txt-es","ann3462_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann3452_flexid_569ec92f-591b-441f-9249-aa19e6cebebf","-tsio","ann3458_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA
"3971","B_morph-txt-es","ann3467_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","ann3466_flexid_765d580b-8ead-4d77-876c-4e83642c5a9e","e-",NA,NA
"3972","B_morph-txt-es","ann3471_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3466_flexid_765d580b-8ead-4d77-876c-4e83642c5a9e","ani","ann3467_flexid_d7f713db-e8cf-11d3-9764-00c04f186933",NA
"3973","B_morph-txt-es","ann3476_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann3466_flexid_765d580b-8ead-4d77-876c-4e83642c5a9e","-ya","ann3471_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"3974","B_morph-txt-es","ann3481_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann3466_flexid_765d580b-8ead-4d77-876c-4e83642c5a9e","-ibo","ann3476_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA
"3975","B_morph-txt-es","ann3493_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3492_flexid_01de1930-5314-4248-af85-34b383851acc","wakwala",NA,NA
"3976","B_morph-txt-es","ann3498_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3497_flexid_7ef4bd0f-4dd4-4538-8f72-d7cc220c3dea","nojo",NA,NA
"3977","B_morph-txt-es","ann3516_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3515_flexid_452062ea-9058-4446-94ac-90f735fdc12b","tadi",NA,NA
"3978","B_morph-txt-es","ann3521_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3520_flexid_fd2990cb-3577-4914-9d03-3ea2a18c64af","najo",NA,NA
"3979","B_morph-txt-es","ann3910_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3909_flexid_60bdd6cb-36c4-4b47-92d1-a0c2ed9b5b8e","noshi",NA,NA
"3980","B_morph-txt-es","ann3915_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann3914_flexid_82948eef-4a51-4a80-b176-6f053faac1eb","pa",NA,NA
"3981","B_morph-txt-es","ann4120_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","ann4119_flexid_726d4427-485e-4212-8457-9631c2a68d3f","e-",NA,NA
"3982","B_morph-txt-es","ann4124_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4119_flexid_726d4427-485e-4212-8457-9631c2a68d3f","a","ann4120_flexid_d7f713db-e8cf-11d3-9764-00c04f186933",NA
"3983","B_morph-txt-es","ann4129_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4119_flexid_726d4427-485e-4212-8457-9631c2a68d3f","lobo","ann4124_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"3984","B_morph-txt-es","ann4232_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4231_flexid_d20f9b1e-3996-4dba-bf4e-84a1ca0907bd","ajai",NA,NA
"3985","B_morph-txt-es","ann4236_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann4231_flexid_d20f9b1e-3996-4dba-bf4e-84a1ca0907bd","-kata","ann4232_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"3986","B_morph-txt-es","ann4241_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4240_flexid_82948eef-4a51-4a80-b176-6f053faac1eb","pa",NA,NA
"3987","B_morph-txt-es","ann4247_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","ann4246_flexid_82a6c762-8b75-437b-90b3-5bdb0373f21a","e-",NA,NA
"3988","B_morph-txt-es","ann4251_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4246_flexid_82a6c762-8b75-437b-90b3-5bdb0373f21a","a","ann4247_flexid_d7f713db-e8cf-11d3-9764-00c04f186933",NA
"3989","B_morph-txt-es","ann4294_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4293_flexid_f237a858-ff1e-400d-b9cc-c58988b7bc34","bime",NA,NA
"3990","B_morph-txt-es","ann4300_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4299_flexid_0e4f0f43-12ef-466f-a42e-d09300275e8c","ma'esa",NA,NA
"3991","B_morph-txt-es","ann4433_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4432_flexid_450176fa-4ab8-415e-988a-9e2315bf87e7","shipaso",NA,NA
"3992","B_morph-txt-es","ann4438_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4437_flexid_450176fa-4ab8-415e-988a-9e2315bf87e7","shipaso",NA,NA
"3993","B_morph-txt-es","ann4443_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4442_flexid_c7ab130a-de14-4705-90ab-96fe804c3bac","azio",NA,NA
"3994","B_morph-txt-es","ann4451_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4450_flexid_58240252-e69a-445a-a7fe-59236f7068b6","ajoji",NA,NA
"3995","B_morph-txt-es","ann4456_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","ann4455_flexid_a1cb54fe-5f08-47c4-ad24-6add10f1b433","e-",NA,NA
"3996","B_morph-txt-es","ann4460_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4455_flexid_a1cb54fe-5f08-47c4-ad24-6add10f1b433","oto","ann4456_flexid_d7f713db-e8cf-11d3-9764-00c04f186933",NA
"3997","B_morph-txt-es","ann4464_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann4455_flexid_a1cb54fe-5f08-47c4-ad24-6add10f1b433","-ani","ann4460_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"3998","B_morph-txt-es","ann4469_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4468_flexid_b861f6fc-1cfc-4055-86fe-572e85680774","ba",NA,NA
"3999","B_morph-txt-es","ann4474_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann4468_flexid_b861f6fc-1cfc-4055-86fe-572e85680774","-ta","ann4469_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"4000","B_morph-txt-es","ann4601_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4600_flexid_e314f20d-8784-431b-a1c6-7b63f46e5fe5","kwei",NA,NA
"4001","B_morph-txt-es","ann4605_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann4600_flexid_e314f20d-8784-431b-a1c6-7b63f46e5fe5","-shipo","ann4601_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"4002","B_morph-txt-es","ann4609_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann4600_flexid_e314f20d-8784-431b-a1c6-7b63f46e5fe5","-ti","ann4605_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA
"4003","B_morph-txt-es","ann4614_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann4600_flexid_e314f20d-8784-431b-a1c6-7b63f46e5fe5","-ibo","ann4609_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA
"4004","B_morph-txt-es","ann4665_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4664_flexid_6052395b-7c0e-4f8d-b3bd-68c40334dbca","tsio",NA,NA
"4005","B_morph-txt-es","ann4670_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4669_flexid_2b5b95d5-e652-41e1-9bb0-2975731f91a7","kwabetsa",NA,NA
"4006","B_morph-txt-es","ann4674_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann4669_flexid_2b5b95d5-e652-41e1-9bb0-2975731f91a7","-shawiya","ann4670_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933",NA
"4007","B_morph-txt-es","ann4678_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","ann4669_flexid_2b5b95d5-e652-41e1-9bb0-2975731f91a7","-ibo","ann4674_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933",NA
"4008","B_morph-txt-es","ann4689_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4688_flexid_5394b747-aad3-4ed3-bf7c-6de692b5cf36","jodo",NA,NA
"4009","B_morph-txt-es","ann4695_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4694_flexid_29d0f7be-f192-4358-84c3-8952435b9ed5","dia",NA,NA
"4010","B_morph-txt-es","ann4700_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","ann4699_flexid_9ab50809-7db7-4c29-9150-54d66ee861af","e-",NA,NA
"4011","B_morph-txt-es","ann4704_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4699_flexid_9ab50809-7db7-4c29-9150-54d66ee861af","po","ann4700_flexid_d7f713db-e8cf-11d3-9764-00c04f186933",NA
"4012","B_morph-txt-es","ann4710_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4709_flexid_c4366b82-c596-437f-b9d7-d9d00deb3dc1","pojojo",NA,NA
"4013","B_morph-txt-es","ann4715_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4714_flexid_6d1ec567-9638-4dfa-b5d8-b38b0f9de73f","tokolo",NA,NA
"4014","B_morph-txt-es","ann4720_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","ann4719_flexid_9ab50809-7db7-4c29-9150-54d66ee861af","e-",NA,NA
"4015","B_morph-txt-es","ann4724_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","ann4719_flexid_9ab50809-7db7-4c29-9150-54d66ee861af","po","ann4720_flexid_d7f713db-e8cf-11d3-9764-00c04f186933",NA
"4016","B_morph-type","ann169","ann168_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4017","B_morph-type","ann271","ann270_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4018","B_morph-type","ann276","ann275_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4019","B_morph-type","ann331","ann330_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4020","B_morph-type","ann336","ann335_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4021","B_morph-type","ann384","ann383_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4022","B_morph-type","ann389","ann388_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4023","B_morph-type","ann395","ann394_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4024","B_morph-type","ann400","ann399_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4025","B_morph-type","ann406","ann405_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4026","B_morph-type","ann411","ann410_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4027","B_morph-type","ann417","ann416_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4028","B_morph-type","ann421","ann420_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4029","B_morph-type","ann431","ann430_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4030","B_morph-type","ann436","ann435_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4031","B_morph-type","ann440","ann439_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4032","B_morph-type","ann445","ann444_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4033","B_morph-type","ann451","ann450_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4034","B_morph-type","ann456","ann455_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4035","B_morph-type","ann461","ann460_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4036","B_morph-type","ann466","ann465_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4037","B_morph-type","ann470","ann469_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4038","B_morph-type","ann475","ann474_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4039","B_morph-type","ann486","ann485_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4040","B_morph-type","ann491","ann490_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4041","B_morph-type","ann496","ann495_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4042","B_morph-type","ann564","ann563_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4043","B_morph-type","ann569","ann568_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4044","B_morph-type","ann886","ann885_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4045","B_morph-type","ann890","ann889_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4046","B_morph-type","ann896","ann895_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4047","B_morph-type","ann900","ann899_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4048","B_morph-type","ann904","ann903_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4049","B_morph-type","ann981","ann980_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4050","B_morph-type","ann986","ann985_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4051","B_morph-type","ann990","ann989_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4052","B_morph-type","ann995","ann994_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4053","B_morph-type","ann1002","ann1001_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","prefix",NA,NA
"4054","B_morph-type","ann1006","ann1005_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4055","B_morph-type","ann1013","ann1012_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4056","B_morph-type","ann1019","ann1018_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4057","B_morph-type","ann1024","ann1023_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4058","B_morph-type","ann1030","ann1029_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4059","B_morph-type","ann1034","ann1033_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4060","B_morph-type","ann1038","ann1037_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4061","B_morph-type","ann1050","ann1049_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4062","B_morph-type","ann1055","ann1054_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4063","B_morph-type","ann1060","ann1059_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","prefix",NA,NA
"4064","B_morph-type","ann1064","ann1063_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4065","B_morph-type","ann1240","ann1239_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4066","B_morph-type","ann1245","ann1244_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4067","B_morph-type","ann1249","ann1248_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4068","B_morph-type","ann1255","ann1254_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4069","B_morph-type","ann1261","ann1260_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4070","B_morph-type","ann1266","ann1265_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4071","B_morph-type","ann1277","ann1276_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4072","B_morph-type","ann1283","ann1282_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4073","B_morph-type","ann1289","ann1288_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4074","B_morph-type","ann1294","ann1293_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4075","B_morph-type","ann1305","ann1304_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4076","B_morph-type","ann1311","ann1310_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4077","B_morph-type","ann1321","ann1320_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","prefix",NA,NA
"4078","B_morph-type","ann1325","ann1324_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4079","B_morph-type","ann1330","ann1329_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4080","B_morph-type","ann1335","ann1334_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4081","B_morph-type","ann1445","ann1444_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4082","B_morph-type","ann1450","ann1449_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4083","B_morph-type","ann1454","ann1453_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4084","B_morph-type","ann1544","ann1543_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4085","B_morph-type","ann1549","ann1548_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4086","B_morph-type","ann1553","ann1552_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4087","B_morph-type","ann1558","ann1557_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4088","B_morph-type","ann1569","ann1568_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4089","B_morph-type","ann1574","ann1573_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4090","B_morph-type","ann1579","ann1578_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4091","B_morph-type","ann1584","ann1583_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4092","B_morph-type","ann1589","ann1588_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4093","B_morph-type","ann1599","ann1598_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4094","B_morph-type","ann1604","ann1603_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4095","B_morph-type","ann1609","ann1608_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","prefix",NA,NA
"4096","B_morph-type","ann1613","ann1612_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4097","B_morph-type","ann1624","ann1623_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4098","B_morph-type","ann1629","ann1628_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4099","B_morph-type","ann1634","ann1633_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4100","B_morph-type","ann1644","ann1643_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4101","B_morph-type","ann1649","ann1648_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4102","B_morph-type","ann1655","ann1654_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4103","B_morph-type","ann1661","ann1660_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4104","B_morph-type","ann1755","ann1754_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4105","B_morph-type","ann1760","ann1759_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4106","B_morph-type","ann1766","ann1765_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4107","B_morph-type","ann1776","ann1775_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4108","B_morph-type","ann1781","ann1780_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4109","B_morph-type","ann1786","ann1785_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4110","B_morph-type","ann1791","ann1790_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4111","B_morph-type","ann1802","ann1801_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4112","B_morph-type","ann1807","ann1806_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4113","B_morph-type","ann1811","ann1810_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4114","B_morph-type","ann1815","ann1814_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4115","B_morph-type","ann2196","ann2195_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4116","B_morph-type","ann2201","ann2200_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","prefix",NA,NA
"4117","B_morph-type","ann2205","ann2204_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4118","B_morph-type","ann2211","ann2210_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4119","B_morph-type","ann2216","ann2215_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4120","B_morph-type","ann2221","ann2220_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4121","B_morph-type","ann2232","ann2231_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4122","B_morph-type","ann2237","ann2236_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4123","B_morph-type","ann2242","ann2241_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4124","B_morph-type","ann2247","ann2246_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4125","B_morph-type","ann2252","ann2251_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4126","B_morph-type","ann2257","ann2256_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4127","B_morph-type","ann2262","ann2261_flexid_d7f713db-e8cf-11d3-9764-00c04f186933","prefix",NA,NA
"4128","B_morph-type","ann2266","ann2265_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4129","B_morph-type","ann2278","ann2277_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4130","B_morph-type","ann2284","ann2283_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4131","B_morph-type","ann2289","ann2288_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4132","B_morph-type","ann2295","ann2294_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4133","B_morph-type","ann2301","ann2300_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4134","B_morph-type","ann2306","ann2305_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4135","B_morph-type","ann2311","ann2310_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4136","B_morph-type","ann2315","ann2314_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4137","B_morph-type","ann2321","ann2320_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933","suffix",NA,NA
"4138","B_morph-type","ann2331","ann2330_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4139","B_morph-type","ann2336","ann2335_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4140","B_morph-type","ann2362","ann2361_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4141","B_morph-type","ann2368","ann2367_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
"4142","B_morph-type","ann2373","ann2372_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933","stem",NA,NA
